indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,25-34 years,Proportion,(%),14.2
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),11.9
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,25-34 years,Population,(no.),78336
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,35-44 years,Persons who had at least one consultation for mental health,(no.),10129
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,35-44 years,Relative root mean square error(c),(%),8.4
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,35-44 years,Proportion,(%),13.2
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),11
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,35-44 years,Population,(no.),76694
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,45-54 years,Persons who had at least one consultation for mental health,(no.),7947
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,45-54 years,Relative root mean square error(c),(%),9.6
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,45-54 years,Proportion,(%),10.1
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),8.2
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,45-54 years,Population,(no.),78303
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,55-64 years,Persons who had at least one consultation for mental health,(no.),8159
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,55-64 years,Relative root mean square error(c),(%),7.2
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,55-64 years,Proportion,(%),10.1
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,55-64 years,95% Confidence Interval of proportion,Lower (%),8.7
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,55-64 years,Population,(no.),80460
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,65-74 years,Persons who had at least one consultation for mental health,(no.),3926
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,65-74 years,Relative root mean square error(c),(%),8.3
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,65-74 years,Proportion,(%),5.5
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,65-74 years,95% Confidence Interval of proportion,Lower (%),4.6
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,65-74 years,Population,(no.),71421
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,75-85 years,Persons who had at least one consultation for mental health,(no.),1352
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,75-85 years,Relative root mean square error(c),(%),16.7
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,75-85 years,Proportion,(%),3
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,75-85 years,95% Confidence Interval of proportion,Lower (%),2
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,75-85 years,Population,(no.),45088
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),52521
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,Total 16-85 years,Relative root mean square error(c),(%),5.5
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,Total 16-85 years,Proportion,(%),10.5
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),9.4
Use of mental health services - modelled,Consultations,Males,108,Hunter New England and Central Coast,Total 16-85 years,Population,(no.),500333
Use of mental health services - modelled,Consultations,Males,109,North Coast,,In scope population(b),(%),99.6
Use of mental health services - modelled,Consultations,Males,109,North Coast,16-24 years,Persons who had at least one consultation for mental health,(no.),3511
Use of mental health services - modelled,Consultations,Males,109,North Coast,16-24 years,Relative root mean square error(c),(%),10.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,16-24 years,Proportion,(%),14.5
Use of mental health services - modelled,Consultations,Males,109,North Coast,16-24 years,95% Confidence Interval of proportion,Lower (%),11.6
Use of mental health services - modelled,Consultations,Males,109,North Coast,16-24 years,Population,(no.),24178
Use of mental health services - modelled,Consultations,Males,109,North Coast,25-34 years,Persons who had at least one consultation for mental health,(no.),3783
Use of mental health services - modelled,Consultations,Males,109,North Coast,25-34 years,Relative root mean square error(c),(%),9.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,25-34 years,Proportion,(%),15.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),12.4
Use of mental health services - modelled,Consultations,Males,109,North Coast,25-34 years,Population,(no.),24956
Use of mental health services - modelled,Consultations,Males,109,North Coast,35-44 years,Persons who had at least one consultation for mental health,(no.),4088
Use of mental health services - modelled,Consultations,Males,109,North Coast,35-44 years,Relative root mean square error(c),(%),9.1
Use of mental health services - modelled,Consultations,Males,109,North Coast,35-44 years,Proportion,(%),14.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),11.7
Use of mental health services - modelled,Consultations,Males,109,North Coast,35-44 years,Population,(no.),28729
Use of mental health services - modelled,Consultations,Males,109,North Coast,45-54 years,Persons who had at least one consultation for mental health,(no.),3504
Use of mental health services - modelled,Consultations,Males,109,North Coast,45-54 years,Relative root mean square error(c),(%),10.3
Use of mental health services - modelled,Consultations,Males,109,North Coast,45-54 years,Proportion,(%),10.9
Use of mental health services - modelled,Consultations,Males,109,North Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),8.7
Use of mental health services - modelled,Consultations,Males,109,North Coast,45-54 years,Population,(no.),32288
Use of mental health services - modelled,Consultations,Males,109,North Coast,55-64 years,Persons who had at least one consultation for mental health,(no.),4015
Use of mental health services - modelled,Consultations,Males,109,North Coast,55-64 years,Relative root mean square error(c),(%),8
Use of mental health services - modelled,Consultations,Males,109,North Coast,55-64 years,Proportion,(%),10.8
Use of mental health services - modelled,Consultations,Males,109,North Coast,55-64 years,95% Confidence Interval of proportion,Lower (%),9.1
Use of mental health services - modelled,Consultations,Males,109,North Coast,55-64 years,Population,(no.),37146
Use of mental health services - modelled,Consultations,Males,109,North Coast,65-74 years,Persons who had at least one consultation for mental health,(no.),2282
Use of mental health services - modelled,Consultations,Males,109,North Coast,65-74 years,Relative root mean square error(c),(%),9.1
Use of mental health services - modelled,Consultations,Males,109,North Coast,65-74 years,Proportion,(%),6.1
Use of mental health services - modelled,Consultations,Males,109,North Coast,65-74 years,95% Confidence Interval of proportion,Lower (%),5
Use of mental health services - modelled,Consultations,Males,109,North Coast,65-74 years,Population,(no.),37175
Use of mental health services - modelled,Consultations,Males,109,North Coast,75-85 years,Persons who had at least one consultation for mental health,(no.),700
Use of mental health services - modelled,Consultations,Males,109,North Coast,75-85 years,Relative root mean square error(c),(%),17.3
Use of mental health services - modelled,Consultations,Males,109,North Coast,75-85 years,Proportion,(%),3.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,75-85 years,95% Confidence Interval of proportion,Lower (%),2.1
Use of mental health services - modelled,Consultations,Males,109,North Coast,75-85 years,Population,(no.),22115
Use of mental health services - modelled,Consultations,Males,109,North Coast,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),21882
Use of mental health services - modelled,Consultations,Males,109,North Coast,Total 16-85 years,Relative root mean square error(c),(%),6.6
Use of mental health services - modelled,Consultations,Males,109,North Coast,Total 16-85 years,Proportion,(%),10.6
Use of mental health services - modelled,Consultations,Males,109,North Coast,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),9.2
Use of mental health services - modelled,Consultations,Males,109,North Coast,Total 16-85 years,Population,(no.),206588
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,,In scope population(b),(%),99.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,16-24 years,Persons who had at least one consultation for mental health,(no.),1871
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,16-24 years,Relative root mean square error(c),(%),10.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,16-24 years,Proportion,(%),14.9
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,16-24 years,95% Confidence Interval of proportion,Lower (%),11.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,16-24 years,Population,(no.),12520
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,25-34 years,Persons who had at least one consultation for mental health,(no.),2043
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,25-34 years,Relative root mean square error(c),(%),10
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,25-34 years,Proportion,(%),14.7
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,25-34 years,95% Confidence Interval of proportion,Lower (%),11.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,25-34 years,Population,(no.),13929
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,35-44 years,Persons who had at least one consultation for mental health,(no.),1764
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,35-44 years,Relative root mean square error(c),(%),10
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,35-44 years,Proportion,(%),13.2
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,35-44 years,95% Confidence Interval of proportion,Lower (%),10.6
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,35-44 years,Population,(no.),13347
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,45-54 years,Persons who had at least one consultation for mental health,(no.),1500
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,45-54 years,Relative root mean square error(c),(%),11.1
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,45-54 years,Proportion,(%),10.6
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,45-54 years,95% Confidence Interval of proportion,Lower (%),8.3
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,45-54 years,Population,(no.),14216
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,55-64 years,Persons who had at least one consultation for mental health,(no.),1670
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,55-64 years,Relative root mean square error(c),(%),9.3
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,55-64 years,Proportion,(%),10.4
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,55-64 years,95% Confidence Interval of proportion,Lower (%),8.5
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,55-64 years,Population,(no.),16036
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,65-74 years,Persons who had at least one consultation for mental health,(no.),904
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,65-74 years,Relative root mean square error(c),(%),10.3
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,65-74 years,Proportion,(%),6.3
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,65-74 years,95% Confidence Interval of proportion,Lower (%),5
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,65-74 years,Population,(no.),14425
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,75-85 years,Persons who had at least one consultation for mental health,(no.),295
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,75-85 years,Relative root mean square error(c),(%),17.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,75-85 years,Proportion,(%),3.4
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,75-85 years,95% Confidence Interval of proportion,Lower (%),2.2
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,75-85 years,Population,(no.),8703
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),10047
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,Total 16-85 years,Relative root mean square error(c),(%),7.5
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,Total 16-85 years,Proportion,(%),10.8
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),9.2
Use of mental health services - modelled,Consultations,Males,110,Murrumbidgee,Total 16-85 years,Population,(no.),93176
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,16-24 years,Persons who had at least one consultation for mental health,(no.),18237
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,16-24 years,Relative root mean square error(c),(%),8.4
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,16-24 years,Proportion,(%),16.7
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,16-24 years,95% Confidence Interval of proportion,Lower (%),14
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,16-24 years,Population,(no.),109069
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,25-34 years,Persons who had at least one consultation for mental health,(no.),30974
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,25-34 years,Relative root mean square error(c),(%),7.1
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,25-34 years,Proportion,(%),17.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,25-34 years,95% Confidence Interval of proportion,Lower (%),14.8
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,25-34 years,Population,(no.),180572
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,35-44 years,Persons who had at least one consultation for mental health,(no.),22035
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,35-44 years,Relative root mean square error(c),(%),7.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,35-44 years,Proportion,(%),14.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,35-44 years,95% Confidence Interval of proportion,Lower (%),12.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,35-44 years,Population,(no.),155708
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,45-54 years,Persons who had at least one consultation for mental health,(no.),12495
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,45-54 years,Relative root mean square error(c),(%),8.6
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,45-54 years,Proportion,(%),11.4
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,45-54 years,95% Confidence Interval of proportion,Lower (%),9.5
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,45-54 years,Population,(no.),109677
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,55-64 years,Persons who had at least one consultation for mental health,(no.),9546
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,55-64 years,Relative root mean square error(c),(%),6.6
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,55-64 years,Proportion,(%),11.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,55-64 years,95% Confidence Interval of proportion,Lower (%),9.7
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,55-64 years,Population,(no.),85410
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,65-74 years,Persons who had at least one consultation for mental health,(no.),3670
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,65-74 years,Relative root mean square error(c),(%),7.7
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,65-74 years,Proportion,(%),6.4
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,65-74 years,95% Confidence Interval of proportion,Lower (%),5.5
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,65-74 years,Population,(no.),57143
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,75-85 years,Persons who had at least one consultation for mental health,(no.),1101
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,75-85 years,Relative root mean square error(c),(%),16.3
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,75-85 years,Proportion,(%),3.5
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,75-85 years,95% Confidence Interval of proportion,Lower (%),2.4
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,75-85 years,Population,(no.),31727
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),98058
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,Total 16-85 years,Relative root mean square error(c),(%),4.2
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,Total 16-85 years,Proportion,(%),13.4
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),12.3
Use of mental health services - modelled,Consultations,Males,201,North Western Melbourne,Total 16-85 years,Population,(no.),729305
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,16-24 years,Persons who had at least one consultation for mental health,(no.),13725
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,16-24 years,Relative root mean square error(c),(%),8.8
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,16-24 years,Proportion,(%),14.9
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,16-24 years,95% Confidence Interval of proportion,Lower (%),12.3
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,16-24 years,Population,(no.),92159
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,25-34 years,Persons who had at least one consultation for mental health,(no.),13769
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,25-34 years,Relative root mean square error(c),(%),7.8
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,25-34 years,Proportion,(%),13.2
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,25-34 years,95% Confidence Interval of proportion,Lower (%),11.2
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,25-34 years,Population,(no.),104232
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,35-44 years,Persons who had at least one consultation for mental health,(no.),11927
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,35-44 years,Relative root mean square error(c),(%),7.8
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,35-44 years,Proportion,(%),11.4
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,35-44 years,95% Confidence Interval of proportion,Lower (%),9.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,35-44 years,Population,(no.),105066
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,45-54 years,Persons who had at least one consultation for mental health,(no.),9574
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,45-54 years,Relative root mean square error(c),(%),9
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,45-54 years,Proportion,(%),9.8
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,45-54 years,95% Confidence Interval of proportion,Lower (%),8.1
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,45-54 years,Population,(no.),97572
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,55-64 years,Persons who had at least one consultation for mental health,(no.),8360
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,55-64 years,Relative root mean square error(c),(%),6.7
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,55-64 years,Proportion,(%),9.9
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,55-64 years,95% Confidence Interval of proportion,Lower (%),8.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,55-64 years,Population,(no.),84666
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,65-74 years,Persons who had at least one consultation for mental health,(no.),3558
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,65-74 years,Relative root mean square error(c),(%),7.8
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,65-74 years,Proportion,(%),5.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,65-74 years,95% Confidence Interval of proportion,Lower (%),4.7
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,65-74 years,Population,(no.),63998
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,75-85 years,Persons who had at least one consultation for mental health,(no.),1255
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,75-85 years,Relative root mean square error(c),(%),16.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,75-85 years,Proportion,(%),3
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,75-85 years,95% Confidence Interval of proportion,Lower (%),2
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,75-85 years,Population,(no.),41418
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),62169
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,Total 16-85 years,Relative root mean square error(c),(%),4.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,Total 16-85 years,Proportion,(%),10.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),9.6
Use of mental health services - modelled,Consultations,Males,202,Eastern Melbourne,Total 16-85 years,Population,(no.),589112
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,16-24 years,Persons who had at least one consultation for mental health,(no.),14402
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,16-24 years,Relative root mean square error(c),(%),8.5
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,16-24 years,Proportion,(%),16.4
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,16-24 years,95% Confidence Interval of proportion,Lower (%),13.7
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,16-24 years,Population,(no.),87763
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,25-34 years,Persons who had at least one consultation for mental health,(no.),19055
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,25-34 years,Relative root mean square error(c),(%),7.3
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,25-34 years,Proportion,(%),16
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,25-34 years,95% Confidence Interval of proportion,Lower (%),13.8
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,25-34 years,Population,(no.),118800
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,35-44 years,Persons who had at least one consultation for mental health,(no.),15835
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,35-44 years,Relative root mean square error(c),(%),7.3
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,35-44 years,Proportion,(%),13.8
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,35-44 years,95% Confidence Interval of proportion,Lower (%),11.8
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,35-44 years,Population,(no.),114610
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,45-54 years,Persons who had at least one consultation for mental health,(no.),11754
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,45-54 years,Relative root mean square error(c),(%),8.7
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,45-54 years,Proportion,(%),11.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,45-54 years,95% Confidence Interval of proportion,Lower (%),9.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,45-54 years,Population,(no.),101703
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,55-64 years,Persons who had at least one consultation for mental health,(no.),10200
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,55-64 years,Relative root mean square error(c),(%),6.5
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,55-64 years,Proportion,(%),11.8
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,55-64 years,95% Confidence Interval of proportion,Lower (%),10.3
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,55-64 years,Population,(no.),86391
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,65-74 years,Persons who had at least one consultation for mental health,(no.),4452
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,65-74 years,Relative root mean square error(c),(%),7.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,65-74 years,Proportion,(%),7
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,65-74 years,95% Confidence Interval of proportion,Lower (%),6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,65-74 years,Population,(no.),63501
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,75-85 years,Persons who had at least one consultation for mental health,(no.),1505
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,75-85 years,Relative root mean square error(c),(%),16.2
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,75-85 years,Proportion,(%),3.8
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,75-85 years,95% Confidence Interval of proportion,Lower (%),2.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,75-85 years,Population,(no.),39996
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),77202
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,Total 16-85 years,Relative root mean square error(c),(%),4.2
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,Total 16-85 years,Proportion,(%),12.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),11.6
Use of mental health services - modelled,Consultations,Males,203,South Eastern Melbourne,Total 16-85 years,Population,(no.),612763
Use of mental health services - modelled,Consultations,Males,204,Gippsland,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,204,Gippsland,16-24 years,Persons who had at least one consultation for mental health,(no.),2249
Use of mental health services - modelled,Consultations,Males,204,Gippsland,16-24 years,Relative root mean square error(c),(%),10.2
Use of mental health services - modelled,Consultations,Males,204,Gippsland,16-24 years,Proportion,(%),16.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,16-24 years,95% Confidence Interval of proportion,Lower (%),13.3
Use of mental health services - modelled,Consultations,Males,204,Gippsland,16-24 years,Population,(no.),13504
Use of mental health services - modelled,Consultations,Males,204,Gippsland,25-34 years,Persons who had at least one consultation for mental health,(no.),2671
Use of mental health services - modelled,Consultations,Males,204,Gippsland,25-34 years,Relative root mean square error(c),(%),9.2
Use of mental health services - modelled,Consultations,Males,204,Gippsland,25-34 years,Proportion,(%),17.2
Use of mental health services - modelled,Consultations,Males,204,Gippsland,25-34 years,95% Confidence Interval of proportion,Lower (%),14.1
Use of mental health services - modelled,Consultations,Males,204,Gippsland,25-34 years,Population,(no.),15553
Use of mental health services - modelled,Consultations,Males,204,Gippsland,35-44 years,Persons who had at least one consultation for mental health,(no.),2556
Use of mental health services - modelled,Consultations,Males,204,Gippsland,35-44 years,Relative root mean square error(c),(%),9.2
Use of mental health services - modelled,Consultations,Males,204,Gippsland,35-44 years,Proportion,(%),16.1
Use of mental health services - modelled,Consultations,Males,204,Gippsland,35-44 years,95% Confidence Interval of proportion,Lower (%),13.2
Use of mental health services - modelled,Consultations,Males,204,Gippsland,35-44 years,Population,(no.),15906
Use of mental health services - modelled,Consultations,Males,204,Gippsland,45-54 years,Persons who had at least one consultation for mental health,(no.),2054
Use of mental health services - modelled,Consultations,Males,204,Gippsland,45-54 years,Relative root mean square error(c),(%),10.5
